country,provpcode,province,ctypcode,county,scpcode,subcounty,dhis2_id,pop_f0,pop_f1,pop_f5,pop_f10,pop_f15,pop_f20,pop_f25,pop_f30,pop_f35,pop_f40,pop_f45,pop_f50,pop_f55,pop_f60,pop_f65,pop_f70,pop_f75,pop_f80,pop_m0,pop_m1,pop_m5,pop_m10,pop_m15,pop_m20,pop_m25,pop_m30,pop_m35,pop_m40,pop_m45,pop_m50,pop_m55,pop_m60,pop_m65,pop_m70,pop_m75,pop_m80
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_283,Embakasi North Sub County,SSz1iOv28Jk,2525.65728032471,9540.63785908203,9166.34366246094,7774.18355212891,10373.771453916,16487.6976896484,14528.8563653125,10654.8072749414,7224.51832592773,4414.11231082519,2680.16931993408,1573.13932553955,1014.5816571521,587.981288313599,336.386141488342,190.391773089294,93.3419018771362,108.510634179382,2291.35377031006,8643.46124928711,7971.40790633789,6334.26857140137,6332.48128925293,12993.3572792969,14686.4606949023,13042.3925759766,10208.4804539453,7048.91586762695,4302.18931549316,2340.35496147705,1219.34872045898,661.37755105957,346.328691853638,142.508495668335,68.2282218499756,60.4095270769501
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_286,Embakasi West Sub County,aCwUX5V42Zz,2409.36373651611,9101.34091376953,8721.73487927734,7303.51901118164,9723.80573255859,15695.9512482812,14000.6847067188,10254.6705386426,6877.51477515137,4145.14827170898,2491.2075411084,1441.36303926147,942.606063625488,526.70768798584,293.001073213806,163.67809052002,82.9914051973724,95.9495466410065,2188.00831872314,8253.61991085938,7572.71599576172,5936.98150138184,5789.84227224609,12144.4143535254,14065.1394936914,12581.0599516113,9829.90466453125,6673.93227007812,4017.95933760254,2147.05411251221,1104.8602506189,598.001077895508,306.677847928772,118.433955538025,59.29215240242,51.4848999810028
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_287,Makadara  Sub County,wwROy3Qkwin,2435.10642073242,9198.58299673828,8837.19515197266,7492.89629068359,9997.92696146484,15895.8331081641,14011.1641607813,10274.8637893359,6965.17462669922,4254.36073930664,2582.58749375977,1515.38865908203,977.63191842041,566.12278666626,323.691339574585,183.157539034424,89.8576952229309,104.448200748596,2297.49098166504,8666.61197009766,7991.83162857422,6348.594403125,6343.36226748047,13021.9389467578,14726.7691471875,13080.3273610547,10237.7586568359,7066.44602472656,4311.57875027344,2344.54788921387,1221.20738714355,662.355447352295,346.687901015625,142.472769222107,68.2723781364441,60.4246693643189
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_290,Mathare  Sub County,gh2kzpOFCeF,2567.90225264893,9700.21320634766,9414.9303293457,8380.45761972656,11275.3865685059,16901.1170289063,14176.8647883789,10450.7593699219,7406.00065639648,4765.6389284668,3002.00391142578,1850.20629575195,1138.28841505127,742.332947409058,459.89173944397,269.414265205383,120.479161058807,142.291379714203,2455.81969335205,9263.86469024414,8718.7018968457,7287.97607129883,7936.42795558594,15101.7065080664,15556.9324227539,13410.9965640234,10575.1769961621,7810.03803067383,5014.31623123535,2900.73078571289,1572.91913206055,858.868526766357,478.650753341675,231.654120001831,99.3257557717895,92.4716769104004
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_277,Langata  Sub County,aTGYlhEw2Xx,2539.00325775146,9591.05265224609,9629.47832862305,8576.2905865918,10741.3378609766,15529.6012374219,13311.1455706543,10802.7488109473,8150.03366492187,5446.81983104492,3527.27974661133,2180.16638279053,1424.85909831665,911.481803123779,562.399867051392,291.963485510254,160.701503676605,170.287909850922,2174.42289622559,8202.36911660156,7931.12843091797,6798.09943423828,7038.96005472656,12730.2608390625,13275.2511673828,11831.0700941602,10072.0578436523,7565.59554070312,5036.50066898437,2958.66188537109,1721.46448986328,919.633059008789,560.748490576172,234.625853988647,120.567907087097,96.3825352963257
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_288,Kamukunji  Sub County,qoLIT7y5f5c,3379.48561568115,12765.9579306543,12387.8718501563,11015.8996459473,14818.7893319727,22238.8883053906,18673.9356116016,13764.3035351953,9744.98089736328,6264.12087437012,3943.10978866211,2428.01476923828,1495.08616446777,972.942569783936,601.974154680176,352.461229844055,157.847878193512,186.376793750153,3152.9504884668,11893.5867287402,11188.9182511133,9343.26521197266,10158.1452377539,19356.7105176758,19978.0451238672,17233.3595306641,13587.0723157812,10020.1408603613,6426.7810037793,3713.51123733154,2012.20314548462,1098.60415442261,611.608970646362,295.272254891663,126.81036043457,117.969219929352
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_274,Westlands  Sub County,f1T0Ltob8VQ,2993.71979148926,11308.706308418,11815.1292457422,11420.8487554687,14421.6642877344,20913.3845879687,18741.3752458203,17244.9254359766,14835.4714705273,11258.8071088281,7930.57265380859,5606.91948878906,4000.53258273926,2792.36959524902,1864.76360804443,1076.60366641479,582.991257928467,447.428052263794,2749.58820827637,10372.0165298828,10709.2460865723,9878.5722871582,10663.8780812012,18649.2489583008,18675.2321818359,17257.3863197266,16663.7288634766,13822.7913086914,10294.3504712891,6845.03688933105,4586.27397509766,2890.85822709961,2063.48538392334,984.234023287964,526.042332168579,291.70973584137
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_289,Starehe  Sub County,nKHlZyN0lt9,2629.4489438916,9932.70775943359,9579.67835569336,8258.31652378906,11040.0170950781,17195.6967453906,14916.1808107813,10971.3918519434,7554.36212179687,4700.13735560059,2892.04451048584,1727.59109425171,1096.72258938354,663.499535917969,391.544573172607,224.175607445679,106.412222835159,124.166873664856,2572.65280212402,9704.58024604492,9013.58411196289,7289.02005766602,7505.38512324219,14983.2169426758,16419.136019043,14448.6233428711,11348.1973338379,8013.23975600586,4979.26861469727,2769.30502752686,1466.08565307617,796.884690084839,428.119578016663,187.656778879547,86.1619908260346,77.5947335067749
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_76,Yatta Sub County,CeukNtGhW7J,2361.60808242187,8920.920928125,11462.4550792969,11368.6937882812,9922.96788222656,6279.71568618164,5869.81442138672,6130.40209072266,5583.46387192383,4499.29689125977,4064.53375854492,3180.76216333008,3183.26632368164,2208.46938669434,1694.31202276611,1021.86595473633,595.102223144531,762.668260125732,2443.03159820801,9215.61440958984,11997.2423162109,12050.4885986719,11362.1629958203,7049.94647929688,5054.84799058594,5135.06363100586,4845.60696823242,4041.83050347656,3402.48312454102,2643.9351763623,2103.0187715625,1536.30094245117,1185.8368504834,849.497463673096,444.40432227356,531.754261153564
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_79,Kathiani Sub County,iCey76HYgLP,1394.36964365234,5267.21235571289,6079.92824584961,6186.6108722168,5974.72344047852,6018.47379458008,5351.01670810547,4996.57004321289,4182.33981484375,3150.8241407959,2594.92067426758,1995.78260324707,1680.04150388184,1134.43138969727,898.703443536377,609.662473779297,327.383222595215,418.69499468689,1301.22014614258,4908.46560908203,5608.91329121094,5591.31401796875,5422.25978681641,5965.49201162109,5469.42247929688,5069.53284697266,4446.39841552734,3417.53440859375,2593.28129682617,1822.1946734375,1305.00044802246,864.287434484863,579.966632067871,403.059650006104,210.780405761719,225.137174072266
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_78,Matungulu Sub County,GnixPSqaV6D,2028.53480936279,7662.75389985351,9311.57624501953,9432.34058730469,8143.01806962891,6062.61016391602,5964.59051850586,6315.57908540039,5402.09180273437,4453.76693115234,4121.57961496582,3558.35855551758,3016.59874072266,2165.1226954834,1768.74181021729,1194.37919743652,675.396737988281,783.359537969971,2124.41374522217,8013.74143079102,9655.33668549805,9606.04292759766,9148.60267351562,7220.41385404785,5963.2264176123,5938.44249149414,5436.60264472168,4471.42793433105,3775.07519719482,3100.67425374023,2402.96290477539,1687.35543586792,1196.11684641846,860.737125383301,460.44778053833,517.874233648682
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_82,Mwala Sub County,fYYivceocJ2,2114.55018041992,7987.65934863281,11011.5073144531,12086.1849072266,10455.5584091797,5853.88339990234,5537.46563964844,6786.11736816406,6104.39506787109,5328.20380273438,4616.63880322266,3902.55832714844,3471.69223022461,2522.41339624023,2271.08878930664,1416.83286206055,909.692994140625,1151.40406726074,2269.62618387695,8561.51909484375,11911.7973314648,13069.0045308594,12555.5265747461,7376.20967459961,5050.68943927734,5153.81270981445,5136.98983273437,4468.12035229492,3795.27050598145,3164.44031254395,2530.28898916992,1976.46991390625,1397.70196302734,1097.02674094727,575.834293731689,818.904769998779
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_80,Athi River Sub County,BxfsSc6Svrc,3879.0233315918,14652.9578862305,16892.2247173828,17158.1672329102,16580.6409928711,16770.6048524414,14896.8447134766,13882.2558635742,11612.3969154785,8740.16373237305,7180.31061496582,5514.10967416992,4634.12251362305,3128.61673831787,2475.44536029053,1680.60542779541,900.811868444824,1152.38637550049,3899.49955718262,14709.701592583,16781.6130025488,16704.9414841113,16182.7242883887,17870.4349416797,16412.6886660059,15197.8615736426,13327.2012511816,10237.0974883887,7756.24682192871,5439.98526830566,3888.67909560059,2572.19669669312,1726.45769040527,1197.42461640015,625.835872601624,667.524521101685
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_75,Masinga Sub County,hpcb7MYi6nc,2032.83521259766,7678.98921938477,9863.80016708984,9779.49348945313,8533.90498261719,5408.19948994141,5054.99976069336,5276.98402416992,4809.03960761719,3874.40162636719,3497.36427412109,2734.5783128418,2736.7995657959,1900.20124671631,1458.51573179932,879.778748303223,511.827585778809,654.964685992432,2102.57863841797,7931.355940625,10320.2205579688,10360.5047842969,9762.39763268555,6064.46194072266,4354.88374616699,4425.32491425781,4176.94909125,3483.93847499268,2931.25320147461,2273.98147593018,1809.78258838013,1322.05289050415,1021.76722501953,730.556131300049,382.649058343811,456.604084924927
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_77,Kangundo Sub County,vMPhBuymSKt,1243.75695281982,4698.26953857422,5714.98654174805,5791.65724731445,4995.97041137695,3703.97420288086,3647.08795166016,3868.63484985352,3310.55620422363,2732.14038208008,2529.55549621582,2185.23743591309,1853.08718994141,1330.56711090088,1087.75390594482,734.192317199707,415.58336265564,482.047266082764,1275.53597414063,4811.59345992188,5803.68378011719,5777.34680390625,5501.90510349609,4323.68211925781,3564.23000036133,3552.35995623047,3254.66689517578,2679.17218652344,2264.05928232422,1861.89555626953,1443.9054988916,1014.81599238281,719.588609567871,518.175362739258,277.198545205078,312.31305321167
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,,Kalama Sub County,pJDgmrxMQTn,679.545668945313,2566.9744909668,2974.11690307617,3028.80532592773,2914.28862304687,2901.94159057617,2580.50083862305,2414.31626831055,2027.35533325195,1528.09515441895,1258.90234619141,969.695325927734,818.568836975098,554.36610168457,438.819460144043,297.591828918457,159.772043991089,205.056434783936,637.363158660889,2404.26304577637,2759.0335255127,2753.49179455566,2663.89953686523,2891.5967713623,2641.28321740723,2449.05926867676,2153.47169152832,1656.38688964844,1257.9344586792,885.611684204101,635.788675018311,422.555198425293,284.544511932373,197.546578155518,103.490015060425,111.249649360657
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_81,Machakos Sub County,KXc4ez8OAFz,2082.70264875488,7867.38066791992,9073.7983359375,9229.74252880859,8920.57123154297,9012.54848740234,8010.10763642578,7472.6978171875,6251.41701601562,4707.62306557617,3873.76684277344,2976.65642944336,2504.59758347168,1689.76213873291,1338.25812921143,908.257441326904,487.136279437256,623.420591363525,2023.94328218262,7634.72362341797,8716.5756890625,8686.88438917969,8425.19356734375,9300.90625957031,8535.87411703125,7909.04301878906,6933.60176021484,5327.47265525391,4040.21466287109,2835.75147896484,2029.01132490234,1342.78470543457,900.521895351562,625.445302426758,326.939302943115,348.755065275879
Kenya,KEN_1_5,Rift Valley,KEN_2_34,Kajiado,KEN_3_187,Loitokitok Sub County,eyADpAXM834,3524.44215004883,13313.5119326367,14967.3987899219,13210.2961666992,10567.9953006055,9201.50319197266,7322.97452596191,6966.84947251465,6342.16433442383,5155.66527638672,3631.56845783447,2657.95420138672,1822.8563018396,1489.64041933228,1157.12379967896,715.553330704956,388.039137251892,455.190358040161,3479.65266882324,13125.9891755371,14678.8626998535,12707.8753166504,10258.8698433594,7985.75987172852,7667.85047502441,6580.03621611328,6375.00447602539,5546.5717786377,3517.63905065918,2423.80214367676,1705.7774998291,1179.88167679443,935.197866674805,605.315435839844,305.474013865662,338.179531828308
Kenya,KEN_1_5,Rift Valley,KEN_2_34,Kajiado,KEN_3_185,Kajiado East Sub County,g6gTzQ5nfYq,4768.03028973633,18011.1315171973,20879.6710425586,18531.1348668457,15169.4563078711,13918.9646030859,11398.8395343604,9810.92160629883,8981.33899567383,6711.03741703125,4513.67067243164,3403.64589427734,2351.8534227063,1987.38339634644,1341.83048808472,1073.97770529602,481.1248686026,579.582352994385,5111.38956413818,19281.236364668,21562.5731283984,19514.8226029688,15357.982839375,12383.2863504199,11486.2948902393,9526.40494463379,9411.03407737793,7036.65237222656,4888.47916002686,3394.0222650293,2267.00373700562,1517.5337333075,1321.72429059448,806.706231588135,408.545304248657,454.171692905273
Kenya,KEN_1_5,Rift Valley,KEN_2_34,Kajiado,KEN_3_184,Kajiado Central Sub County,SZapM1R0Kti,3136.56822509766,11848.3181953125,13814.1734494629,12248.6383432617,9875.30832202148,8828.58694152832,7187.61922119141,6237.34294702148,5783.41597485352,4349.58108105469,2927.25480029297,2225.33714447021,1532.75560638428,1304.38550537109,878.768946990967,712.627376403809,317.146462486267,381.945058753967,2974.98673683105,11222.2766017969,12601.355300625,11429.9716440234,8908.37470168945,6892.69718147461,6310.31924179687,5203.53871385742,5229.06464214844,3907.92616806152,2746.24945489746,1931.87289852539,1291.24267853027,868.673001276855,769.219309812012,470.530931052246,237.712725983276,266.370867871399
Kenya,KEN_1_5,Rift Valley,KEN_2_34,Kajiado,KEN_3_186,Kajiado West Sub County,wYsCfCAUWNB,2774.94535597412,10482.30175125,11001.352091748,9796.68184913086,10039.0887435645,12523.0050181934,10781.8857492773,8475.77533574707,6762.76279587891,4647.4855486377,3016.36991091064,2006.31414815918,1395.25435659668,1096.95036984924,746.825110228271,486.045821395569,236.270909615021,283.001214829102,2663.00832414063,10045.4170539941,10408.4202654492,8951.12585343262,8160.38245345703,10732.5816355273,11234.8230025,9665.70411433594,8309.01120953125,6220.25495020508,3815.1631086499,2262.23665523193,1476.20407433838,922.549126210327,644.385849562988,368.771787887268,194.075447010651,183.940841954803
Kenya,KEN_1_5,Rift Valley,KEN_2_34,Kajiado,KEN_3_183,Kajiado North Sub County,BLz1HkvvMkA,4602.51337371826,17385.9081789551,17817.2128696289,15881.4922470703,17110.69903125,22434.2782705078,19442.1445195312,15101.9328684082,11797.7088684082,7990.63458654785,5153.38933666992,3340.989559021,2327.27681222534,1798.10719546509,1226.67415704346,754.517461395264,375.846076057434,449.617019393921,4170.54353629395,15732.1473566016,15996.3326271094,13571.8601237109,12844.4656554492,18400.7551512891,19542.5038755469,16883.5529211328,14278.6316939648,10691.5969584375,6450.11142632813,3730.49534302734,2423.9826360498,1495.00829842529,993.518104929199,558.916860805664,297.178986904907,268.927082287903
